zh_duty,zh_name,zh_require,zh_type
"•	Partner with Business Groups to formulate M&A and investment strategies;
•	Source potential deals and drive the evaluation process; 
•	Lead cross-functional teams including BGs, legal and finance teams to manage deal process, including business analysis, due diligence, valuation, negotiation, preparing investment documents and managing closing;
•	Coordinate cross-functional teams in post deal management and create value for portfolio companies.


",TB-Investment Associate - MBA (Full-time),"•	High level of initiative insight, teamwork and integrity;
•	Over 3 years of working experiences in Internet/technology, investment, finance or business development;
•	Strong interest, passion and business sense for Internet, investment and Tencent;
•	Excellent communication and negotiation skills;
•	Fluent in English and Mandarin
•	MBA degree from a leading business school; Bachelor/Master degree from a top school.

",战略与投资
"负责制定招聘政策，并确保招聘政策落地执行；
负责音乐领域的人力资源市场分析，有效管理及优化招聘渠道；
负责相关部门的具体招聘工作，包括人才寻访、面试、录用等；
参与招聘体系建设及相关的优化、创新项目；
以招聘为切入口，参与其他HR模块变革项目。",21530-腾讯音乐高级招聘经理(深圳),"5年以上从事大型企业人力资源工作经验；
全面组织实施过社会招聘的各项工作，并在某一招聘模块非常精通；
掌握常用的面试方法和人力资源相关知识，熟悉国家和地方的相关劳动法律法规；
良好的人际理解能力、沟通协调能力、良好的团队合作意识和抗压能力，开放的心态和主动的学习意识；
具有丰富的中高级人才或海外人才招募经验者优先。",人力资源
"负责数据系统的运营和价值推广，制定和建设系统的运营体系，推广数据的业务和应用价值，提升产品口碑和影响力；
据产品的要求，设计数据指标体系及制定数据规划，对运营数据设计分析逻辑，发现潜在的产品机会、风险或缺陷，提供决策数据支持，通过运营数据驱动产品优化，并推动业务闭环。",TEG05-高级安全分析运营工程师（深圳）,"本科及以上学历，3年以上数据统计分析、数据挖掘等相关工作经验，有互联网行业数据分析经验者优先；
熟悉数据建模知识、数据挖掘理论，掌握数据分析体系方法，精通Excel，掌握Python、R、SAS、SPSS等任一数据分析工具；
拥有优秀的业务建模能力，能对实际业务搭建数据模型，并对模型进行优化及结果呈现，为业务提供决策支持；
统计学、社会学、心理学专业背景优先，有一定文档撰写能力，能够独立完成各类分析汇报文档。",技术
"负责游戏云游戏生态相关产品的策划和运营工作；
负责制定产品目标，为达成目标协调各个团队的资源，并定期追踪和汇报；
负责完成产品功能设计、管理需求及优先级、指导和协助研发团队按时按质交付；
参加行业会议、进行市场调研、收集客户反馈和需求、完成竞品分析等等；
协助解决方案团队制定方案，并确保客户项目的成功实施；
协助市场和销售团队制定销售策略和方案。",25663-腾讯游戏云高级产品经理（深圳）,"本科或以上学历，计算机相关专业；
具有云计算行业工作经验，对云计算行业及产品有一定的理解；
具有较深厚的开发或架构经验，了解开发者使用云产品的痛点；
具备良好的文档能力，能熟练的编写产品策划和需求文档；
具备优秀的沟通能力，学习能力强，抗压能力强；
有项目管理经验优先，有游戏开发或移动开发经验优先。  通过腾讯云技术认证或同等资格认证的优先录取。",产品
"负责离线数据平台的研发工作，构建PB级的离线数据存储和分析平台；
负责实时计算平台研发工作，打造单机GB级每秒的实时计算平台；
负责其他支撑型海量服务的后台开发。",TEG05-高级后台系统开发工程师（深圳）,"本科及以上学历， 3年以上C/C++开发经验，精通C/C++程序设计和开发；
精通Unix/Linux网络编程、数据结构和算法熟悉操作系统基本实现原理；
至少掌握一门脚本语言(Shell/Perl/Python等)；
自趋力好，紧盯目标达成；
熟悉高性能编程，有海量服务开发或分布式系统开发经验者优先。",技术
"负责大客户人工服务热线、在线服务、微信服务为用户提供一站式服务；	
提供业务咨询、投诉受理、问题处理、流失挽回、情感维系等主动触达工作；	
以客户为导向，积极主动跟进服务客户，持续提升客户满意度与忠诚度，协调内部资源解决客户问题；	
定期维系大客户用户，收集客户信息与建议，完善信息库，积极响应跟进客户需求；	
深度挖掘用户需求，通过用户需求总结用户痛点问题，设计服务特权；	
与客户建立良好沟通关系，进行客户关系维护拓展；	
定期梳理跟进的工作内容，做好总结和经验沉淀并输出。",25925-大客户管家（深圳）,"本科及以上学历；	
至少熟悉一款以上大型多人在线角色扮演类游戏；	
对网游市场的发展有相应的了解，熟悉网游行业运营服务工作；	
对用户需求能敏锐的察觉并具有较强的组织协调沟通能力、逻辑思维、创新能力和文字撰写能力，抗压性强；	
有较强的客户服务意识，善于沟通和交际，待人热情，具备大客户日常服务、走访、维系用户经历；	
熟悉office办公软件的运用，Axure软件，熟悉SQL、PS更佳。",销售、服务与支持
"负责微信搜索排序，以及Query suggestion, 相关搜索等相关的工作。",WXG08-122 微信搜索算法工程师PW（广州）,"三年以上大规模数据挖掘、机器学习或自然语言处理相关工作经验； 
三年以上搜索、推荐或广告系统相关算法工作经验；
熟悉聚类、分类、回归、图模型等机器学习算法及原理；
具有深度神经网络DNN理论基础及实战经验；
熟悉自然语言处理，文本挖掘的算法原理，有实际建模经验或并行化经验；
熟悉C/C++、python、Java等编程语言与工具（一项或多项）；
熟悉Linux/Unix平台上的开发环境；
熟悉MPI、MapReduce、Spark等并行计算框架。",技术
负责信息安全数据分析计算产品的设计与开发； 负责内部安全策略的开发,TEG13-安全策略后台开发工程师（深圳）,"计算机相关专业本科及以上学历，2年以上后台开发经验；
精通C/C++开发；
熟悉linux/UNIX等操作系统；
了解MYSQL等相关数据库及操作；
拥有良好的发现、分析与解决问题的能力；
具有良好的学习能力，对互联网的新技术有很强求知欲望；
责任感强、具有团队精神与服务意识；
具备一定产品意识和数据分析能力，熟悉回归，分类等机器学习算法优先",技术
"1.参与腾讯游戏社区后台架构设计和搭建工作；
2.负责腾讯游戏社区后台模块开发工作；
3.负责腾讯游戏社区后台性能分析和调优工作。",23295-互娱社区后台开发工程师（深圳）,"1.本科及以上学历，计算机或相关专业，2年以上Linux/Unix后台开发工作经验；
2.精通C/C++/go开发语言，精通TCP/IP网络协议，熟悉Unix/Linux下常用架构设计方法；
3.熟悉Unix/Linux操作系统原理、常用工具，有开源贡献，阅读过linux内核的相关代码经验更佳；
4.熟悉Mysql，No-SQL等数据库技术；
5.有大容量、高并发分布式后台服务系统开发经验优先；
6.具备较强的团队精神、良好的表达和沟通能力，工作认真负责；
7.具有很强的新知识学习能力和错误调试排错能力。",技术
"1、负责企鹅号作者收益策略运营，有精算、数据分析、策略运营经验者优先，有内容行业工作经验者优先
2、能通过大数据分析，建立风险可控的算法模型，对收益进行调控，实现平台成本投入与作者收益、平台收益三者价值最大化
",23671-企鹅号策略产品经理（分成方向）,"1、本科及以上学历，具备精算、风险控制、数据、策略、平台类的产品经验
2、工作踏实认真、主动性强，具有优秀的理解、协调能力，较强学习能力、出色抗压能力，有意愿并努力超出预期
",产品
"深入了解第三方客户的安全需求；
设计提供安全解决方案并推动闭环实施；
对重点项目提供技术支持和解决方案支持。",TEG05-高级安全解决方案工程师（深圳）,"本科以上学历，计算机相关专业；
三年以上传统安全或云安全领域方案设计经验；
全面了解业界云安全标准，等保条例，最佳实践；全面掌握主流云安全防护技术和业界安全产品；丰富的市场项目支持经验；
具有良好的沟通能力，包括团队协作、方案报告、文档撰写；
在云服务商领域从事安全相关工作优先。",技术
